,Unnamed: 0,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
11438,11439,WCW/NWO Thunder,PS,1998,Fighting,THQ,1100000,480000,40000,70000
11456,11457,Pro Wrestling,NES,1987,Fighting,Nintendo,770000,180000,1420000,30000
11458,11459,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,1810000,520000,0,150000
11467,11468,All Star Pro-Wrestling,PS2,2000,Fighting,SquareSoft,0,0,200000,0
11472,11473,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,30000,10000,0,0
11512,11513,Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,180000,50000,0,10000
11568,11569,Blades of Blood: Samurai Shodown III,PS,1995,Fighting,Sony Computer Entertainment,50000,30000,0,10000
11575,11576,Supremacy MMA,PS3,2011,Fighting,505 Games,60000,40000,0,20000
11618,11619,Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,10000,60000,0,10000
11628,11629,Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,360000,10000,0,60000
11629,11630,Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0,0,140000,0
11636,11637,Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,180000,70000,0,0
11710,11711,BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,130000,0,140000,20000
11727,11728,Persona 4: Arena,PS3,2012,Fighting,Atlus,300000,120000,240000,70000
11733,11734,WWE All Stars,PS3,2011,Fighting,THQ,160000,180000,0,70000
11739,11740,Legends of Wrestling,GC,2002,Fighting,Acclaim Entertainment,100000,30000,0,0
11744,11745,Fighters Destiny,N64,1998,Fighting,Ocean,130000,30000,0,0
11804,11805,Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,20000,20000,220000,20000
11805,11806,Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,380000,120000,510000,20000
11812,11813,From TV Animation One Piece: Treasure Battle!,GC,2002,Fighting,Namco Bandai Games,0,0,280000,10000
11822,11823,Knockout Kings 2000,PS,1999,Fighting,Electronic Arts,1020000,340000,0,50000
11846,11847,Rival Schools: United By Fate,PS,1998,Fighting,Capcom,120000,80000,280000,30000
11864,11865,Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,10000,10000,0,0
11910,11911,Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,20000,20000,0,10000
11983,11984,EA Sports MMA,PS3,2010,Fighting,Electronic Arts,160000,150000,10000,60000
12018,12019,SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,780000,180000,30000,0
12064,12065,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,320000,160000,30000,50000
12129,12130,Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0,0,170000,0
12141,12142,Persona 4: Arena,X360,2012,Fighting,Atlus,80000,20000,30000,10000
12161,12162,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,220000,170000,300000,60000
12185,12186,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,Namco Bandai Games,130000,40000,190000,30000
12226,12227,Tekken 6,PSP,2009,Fighting,Namco Bandai Games,150000,40000,100000,30000
12231,12232,Marvel vs. Capcom: Clash of Super Heroes,DC,1999,Fighting,Capcom,0,0,100000,0
12268,12269,Pride FC: Fighting Championships,PS2,2003,Fighting,THQ,150000,110000,0,40000
12309,12310,BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,360000,100000,60000,60000
12326,12327,Samurai Shodown Anthology (JP sales),PS2,2008,Fighting,Ignition Entertainment,0,0,10000,0
12327,12328,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1080000,240000,0,20000
12338,12339,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,790000,180000,30000,70000
12349,12350,Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009,Fighting,Broccoli,0,0,10000,0
12374,12375,Bleach: Heat the Soul,PSP,2005,Fighting,Sony Computer Entertainment,0,0,90000,0
12388,12389,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996,Fighting,Namco Bandai Games,0,0,180000,10000
12389,12390,Dead or Alive 5,PSV,2013,Fighting,Tecmo Koei,0,50000,30000,20000
12401,12402,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,1950000,630000,0,90000
12425,12426,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,860000,670000,0,220000
12428,12429,MTV Celebrity Deathmatch,XB,2003,Fighting,Gotham Games,160000,50000,0,10000
12470,12471,Samurai Deeper Kyo,PS,2002,Fighting,Namco Bandai Games,0,0,50000,0
12477,12478,Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,10000,0,0,0
12501,12502,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,150000,160000,90000,80000
12519,12520,Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,70000,60000,0,20000
12524,12525,NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,160000,130000,0,40000
12538,12539,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,760000,1100000,120000,650000
12568,12569,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,2470000,830000,2870000,120000
12571,12572,Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1190000,290000,0,50000
12592,12593,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0,0,40000,0
12654,12655,Custom Robo V2,N64,2000,Fighting,Nintendo,0,0,340000,50000
12664,12665,Guilty Gear XX Accent Core Plus,PSP,2008,Fighting,PQube,30000,10000,40000,10000
12709,12710,Virtua Fighter 4,PS2,2002,Fighting,Sega,780000,440000,560000,40000
12714,12715,Bushido Blade 2,PS,1998,Fighting,SquareSoft,250000,170000,220000,40000
12754,12755,Bloody Roar 3,PS2,2001,Fighting,Virgin Interactive,150000,110000,50000,40000
12764,12765,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1480000,300000,0,220000
12775,12776,Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,110000,40000,0,0
12796,12797,Marvel Super Hero Squad,PSP,2009,Fighting,THQ,170000,20000,0,20000
12850,12851,Super Smash Bros. for Wii U and 3DS,3DS,2014,Fighting,Nintendo,3240000,1350000,2420000,430000
12851,12852,Rocky,PS2,2002,Fighting,Rage Software,420000,330000,0,110000
12873,12874,Street Fighter IV,X360,2009,Fighting,Capcom,1820000,710000,150000,260000
12876,12877,Virtua Fighter 2,SAT,1995,Fighting,Sega,340000,260000,1300000,30000
12888,12889,BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,210000,80000,90000,40000
12914,12915,Street Fighter EX2 Plus,PS,1998,Fighting,Virgin Interactive,130000,90000,0,20000
12915,12916,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1030000,270000,0,40000
12928,12929,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0,0,30000,0
12968,12969,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Fighting,Marvelous Entertainment,130000,20000,160000,50000
12996,12997,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,50000,0,0,0
13009,13010,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,1320000,1060000,40000,380000
13020,13021,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,30000,20000,170000,10000
13049,13050,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007,Fighting,SNK Playmore,0,0,10000,0
13079,13080,Arcana Heart,PS2,2007,Fighting,AQ Interactive,60000,50000,40000,20000
13081,13082,Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,50000,40000,0,10000
13087,13088,Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai Games,30000,10000,0,0
13109,13110,Street Fighter IV,PS3,2009,Fighting,Capcom,2020000,1060000,580000,530000
13126,13127,Killer Instinct Gold,N64,1996,Fighting,Nintendo,610000,190000,0,10000
13137,13138,WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,THQ,690000,0,0,550000
13141,13142,Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,60000,0,0,0
13145,13146,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,270000,250000,140000,80000
13177,13178,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,960000,120000,540000,40000
13193,13194,WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,410000,210000,0,140000
13233,13234,Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,0,0,540000,0
13237,13238,Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,30000,50000,20000,20000
13316,13317,Arcana Heart 3,PS3,2011,Fighting,PQube,40000,50000,100000,20000
13359,13360,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,10000,40000,0,0
13375,13376,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,120000,80000,0,10000
13384,13385,Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003,Fighting,Namco Bandai Games,0,0,630000,0
13393,13394,BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube,210000,80000,40000,30000
13415,13416,Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,170000,110000,430000,50000
13441,13442,Def Jam: Fight for NY,GC,2004,Fighting,Electronic Arts,170000,50000,0,10000
13465,13466,Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,490000,350000,90000,160000
13505,13506,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,0,0,60000,0
13517,13518,Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft,60000,20000,0,0
13596,13597,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,950000,340000,0,130000
13630,13631,Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0,0,30000,0
13670,13671,The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,110000,10000,30000,10000
13707,13708,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,430000,270000,10000,70000
13743,13744,Tournament of Legends,Wii,2010,Fighting,Sega,40000,20000,0,10000
13747,13748,Dead or Alive 5,XOne,2015,Fighting,Tecmo Koei,40000,30000,10000,10000
13748,13749,Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,80000,50000,0,10000
13753,13754,Guilty Gear XX Slash,PS2,2006,Fighting,Sammy Corporation,0,0,80000,0
13863,13864,Final Fight One,GBA,2001,Fighting,Ubisoft,90000,30000,80000,0
13886,13887,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0,0,120000,0
13901,13902,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,100000,20000,0,10000
13915,13916,Naruto Shippuden: Gekito Ninja Taisen! EX 2,Wii,2007,Fighting,Takara Tomy,0,0,90000,0
13918,13919,Shonen Jump's One Piece: Grand Adventure,GC,2006,Fighting,Namco Bandai Games,30000,10000,0,0
14016,14017,Mortal Kombat Trilogy,N64,1996,Fighting,GT Interactive,720000,220000,0,20000
14030,14031,WWF WrestleMania 2000,N64,1999,Fighting,THQ,1200000,250000,20000,20000
14059,14060,Psychic Force,PS,1996,Fighting,Acclaim Entertainment,10000,10000,130000,10000
14062,14063,Tom and Jerry in War of the Whiskers,GC,2003,Fighting,NewKidCo,50000,10000,0,0
14085,14086,Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,190000,50000,0,10000
14099,14100,Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,260000,0,0,0
14104,14105,WWE All Stars,3DS,2011,Fighting,THQ,150000,60000,0,20000
14106,14107,Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,Capcom,310000,240000,130000,80000
14116,14117,Custom Beat Battle: Draglade 2,DS,2008,Fighting,Namco Bandai Games,0,0,30000,0
14138,14139,WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,440000,310000,0,80000
14146,14147,Primal Rage,PS,1994,Fighting,Time Warner Interactive,60000,40000,0,10000
14152,14153,Killer Instinct,SNES,1995,Fighting,Nintendo,2260000,720000,120000,100000
14235,14236,Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,130000,90000,0,20000
14248,14249,SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0,20000,0,120000
14264,14265,Boxing,2600,1980,Fighting,Activision,720000,40000,0,10000
14265,14266,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015,Fighting,Nitroplus,0,0,10000,0
14301,14302,X-Men: Next Dimension,GC,2002,Fighting,Activision,100000,30000,0,0
14309,14310,EA Sports MMA,X360,2010,Fighting,Electronic Arts,230000,100000,0,30000
14323,14324,Rocky,XB,2002,Fighting,Rage Software,110000,30000,0,10000
14364,14365,Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,60000,50000,0,20000
14370,14371,WWE SmackDown! vs. RAW 2006,PSP,2005,Fighting,THQ,360000,10000,0,30000
14371,14372,SNK vs. Capcom: The Match of the Millennium,PSP,2006,Fighting,Sega,530000,580000,0,350000
14409,14410,Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,Midway Games,320000,70000,0,0
14411,14412,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0,0,80000,0
14453,14454,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1550000,1270000,330000,290000
14503,14504,Fighters Uncaged,X360,2010,Fighting,Ubisoft,310000,240000,0,60000
14522,14523,Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,970000,340000,0,110000
14548,14549,Shonen Jump's One Piece: Grand Adventure,PS2,2005,Fighting,Namco Bandai Games,10000,10000,0,0
14555,14556,Night Warriors: Darkstalkers' Revenge,SAT,1995,Fighting,Virgin Interactive,0,0,340000,0
14561,14562,From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Namco Bandai Games,0,0,320000,0
14570,14571,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0,0,60000,0
14581,14582,Naruto Shippuden: Shinobi Rumble,DS,2010,Fighting,Takara Tomy,30000,0,50000,0
14589,14590,Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,130000,100000,0,30000
14607,14608,The King of Fighters XIII,X360,2011,Fighting,Rising Star Games,230000,70000,10000,30000
14612,14613,Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,110000,30000,0,10000
14629,14630,TNA iMPACT!,PS3,2008,Fighting,Midway Games,220000,120000,0,60000
14631,14632,Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,Atari,550000,140000,0,20000
14638,14639,Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,100000,110000,60000,50000
14654,14655,Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0,0,50000,0
14661,14662,Samurai Shodown,SNES,1994,Fighting,Takara,0,0,400000,0
14705,14706,Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,0,0,1200000,0
14727,14728,Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,2007,Fighting,Takara Tomy,0,0,100000,0
14737,14738,Melty Blood: Actress Again,PS2,2009,Fighting,Ecole,0,0,60000,0
14744,14745,E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,40000,30000,20000,10000
14778,14779,WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,30000,20000,0,0
14794,14795,Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,460000,20000,0,50000
14797,14798,BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,70000,10000,30000,10000
14824,14825,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,1630000,220000,510000,60000
14861,14862,Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0,0,120000,0
14884,14885,Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0,0,80000,0
14888,14889,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2030000,470000,450000,70000
14901,14902,Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005,Fighting,Sega,0,0,80000,0
14902,14903,Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6750000,2610000,2660000,1020000
14909,14910,WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,920000,380000,0,130000
14923,14924,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1760000,1210000,70000,160000
14944,14945,Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive,0,0,30000,0
14983,14984,Fight Night Round 2,XB,2005,Fighting,Electronic Arts,420000,160000,0,20000
14988,14989,Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,150000,200000,140000,70000
15000,15001,Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment,0,0,110000,0
15030,15031,The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0,0,230000,0
15047,15048,Ultraman Fighting Evolution 0,PSP,2006,Fighting,Banpresto,0,0,10000,0
15074,15075,The King of Fighters '95,SAT,1995,Fighting,SNK Playmore,0,0,280000,0
15075,15076,Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,0,0,180000,10000
15109,15110,Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,80000,0,70000,30000
15113,15114,InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,130000,100000,0,30000
15148,15149,Fight Night Champion,PS3,2011,Fighting,Electronic Arts,450000,510000,0,190000
15163,15164,Marvel Super Heroes,SAT,1997,Fighting,Capcom,0,0,60000,0
15176,15177,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,0,0,60000,0
15200,15201,WWF Raw,XB,2002,Fighting,THQ,400000,130000,0,20000
15207,15208,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0,0,60000,0
15208,15209,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,130000,0,20000,10000
15228,15229,WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,530000,10000,0,540000
15276,15277,The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,90000,0,10000,10000
15301,15302,Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,60000,0,0,0
15304,15305,Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,40000,10000,0,0
15326,15327,Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0,0,30000,0
15410,15411,Arcana Heart 3,PSV,2014,Fighting,Arc System Works,30000,0,20000,10000
15492,15493,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games,0,0,310000,0
15498,15499,Custom Robo Arena,DS,2006,Fighting,Nintendo,20000,20000,120000,0
15503,15504,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,260000,80000,130000,70000
15516,15517,Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,0,0,50000,0
15545,15546,Godzilla Unleashed,Wii,2007,Fighting,Atari,150000,0,0,10000
15581,15582,Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,100000,80000,0,30000
15594,15595,Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,770000,290000,0,20000
15598,15599,WWE Wrestlemania X8,GC,2002,Fighting,THQ,380000,100000,0,10000
15646,15647,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0,0,70000,0
15672,15673,Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,60000,40000,0,10000
15680,15681,Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,Tomy Corporation,0,0,320000,10000
15685,15686,Samurai Shodown III,NG,1995,Fighting,SNK,0,0,80000,0
15713,15714,Bleach: Dark Souls,DS,2007,Fighting,Sega,120000,20000,0,10000
15731,15732,Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,140000,40000,0,0
15755,15756,WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ,450000,470000,0,280000
15766,15767,Bleach: Dark Souls (JP sales),DS,2007,Fighting,Sega,0,0,100000,0
15772,15773,Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive,90000,30000,0,0
15780,15781,WWE Survivor Series,GBA,2004,Fighting,THQ,90000,40000,0,0
15796,15797,Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0,40000,40000,10000
15817,15818,Mortal Kombat: Deadly Alliance,GBA,2002,Fighting,Midway Games,10000,0,0,0
15826,15827,WWE Day of Reckoning,GC,2004,Fighting,THQ,350000,90000,0,10000
15834,15835,Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,120000,30000,160000,20000
15850,15851,WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,380000,500000,0,110000
15863,15864,BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,60000,0,30000,20000
15877,15878,Street Fighter X Tekken,PC,2012,Fighting,Capcom,0,20000,0,0
15883,15884,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,30000,20000,0,0
15884,15885,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1980000,700000,0,110000
15888,15889,Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,0,0,10000,0
15889,15890,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,140000,90000,570000,60000
15900,15901,Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,0,0,180000,0
15904,15905,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1470000,760000,0,470000
15905,15906,The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,40000,30000,30000,10000
15909,15910,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,0,0,50000,0
15922,15923,Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,80000,60000,210000,20000
15936,15937,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0,0,300000,20000
15938,15939,Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,210000,60000,0,10000
15950,15951,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0,0,110000,0
15959,15960,The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,110000,0,0,10000
